Security Symbol,Security Name,Industry,snapshot_date,source_url
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2013-12-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_dec13.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2013-12-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_dec13.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
AXISBANK,Axis Bank Ltd.,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
BANKBARODA,Bank of Baroda,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
COALINDIA,Coal India Ltd.,MINING,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
DLF,DLF Ltd.,CONSTRUCTION,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
GAIL,GAIL (India) Ltd.,GAS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
ITC,I T C Ltd.,CIGARETTES,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
LUPIN,Lupin Ltd.,PHARMACEUTICALS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
NMDC,NMDC Ltd.,MINING,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
NTPC,NTPC Ltd.,POWER,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
PNB,Punjab National Bank,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
SBIN,State Bank of India,BANKS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
SSLT,Sesa Sterlite Ltd.,MINING,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2014-01-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jan14.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
AXISBANK,Axis Bank Ltd.,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
BANKBARODA,Bank of Baroda,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
COALINDIA,Coal India Ltd.,MINING,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
DLF,DLF Ltd.,CONSTRUCTION,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
GAIL,GAIL (India) Ltd.,GAS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
ITC,I T C Ltd.,CIGARETTES,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
LUPIN,Lupin Ltd.,PHARMACEUTICALS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
NMDC,NMDC Ltd.,MINING,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
NTPC,NTPC Ltd.,POWER,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
PNB,Punjab National Bank,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
SBIN,State Bank of India,BANKS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
SSLT,Sesa Sterlite Ltd.,MINING,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2014-02-28,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_feb14.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2014-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar14.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2014-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar14.zip
